0.5971405 0.9591169
0.5758189 0.6119293
0.8637803 0.4777992
0.6139287 0.8155233
0.5641976 0.004944849
0.02279541 0.08277894
0.9230243 0.2065291
0.2100991 0.8238341
0.1192248 0.1308003
0.9108909 0.009391912
0.9256937 0.8399894
0.8282716 0.2863954
0.1665228 0.3266514
0.6607976 0.7538053
0.6678768 0.5378444
0.7723373 0.6076586
0.01215616 0.6828444
0.7085759 0.6117147
0.8121612 0.5262639
0.2010275 0.565635
0.7066815 0.7273308
0.5172077 0.8800783
0.9300377 0.3527393
0.7159139 0.9099844
0.657731 0.1370058
0.811208 0.2983477
0.2705845 0.4500181
0.9701649 0.9085782
0.8250447 0.9213999
0.6554989 0.9458998
0.7100873 0.5034206
0.0579989 0.2764301
0.6450676 0.905268
0.4587897 0.7847481
0.9438402 0.6164344
0.8492837 0.5398544
0.3499073 0.6826977
0.4970273 0.9414827
0.7869727 0.6458297
0.003103088 0.7548363
0.4033344 0.02007797
0.1660428 0.4607986
0.06551052 0.4906981
0.1697099 0.7858255
0.4884927 0.2090303
0.6805483 0.1847045
0.06431301 0.251938
0.08313604 0.2672377
0.3753938 0.9827953
0.4833669 0.3320129
0.400981 0.9198219
0.04991301 0.3196298
0.5817902 0.2671731
0.1535575 0.740341
0.09789715 0.9700871
0.9617103 0.6239884
0.9321847 0.2405979
0.2089349 0.3702721
0.5131694 0.3979653
0.9906599 0.4708385
0.06670049 0.3324552
0.7066337 0.3636819
0.8348499 0.5798205
0.4781285 0.8234319
0.5141628 0.672441
0.6383021 0.02018184
0.6360014 0.143504
0.1494156 0.6138147
0.02859667 0.8369425
0.9957883 0.841681
0.1278537 0.4480159
0.5772337 0.7318306
0.4849802 0.09510843
0.939569 0.8442231
0.9374648 0.6472879
0.3658022 0.07316879
0.9176325 0.04606754
0.4073946 0.3166117
0.1195679 0.02244157
0.9554519 0.2804543
0.6226048 0.2345013
0.6121685 0.1784238
0.163906 0.4400007
0.3561785 0.08822489
0.7595379 0.9089423
0.946706 0.832461
0.928009 0.6574315
0.7927071 0.9415655
0.6459852 0.5000662
0.5333685 0.25295
0.6044541 0.2972237
0.8857691 0.6718545
0.5382874 0.3126428
0.03214717 0.06489826
0.6579057 0.1736429
0.5277816 0.3107203
0.8274991 0.7747515
0.3423355 0.9493093
0.8768056 0.3374914
0.5782801 0.3865906
