-0.378157 -0.3936388 -0.3492082 -0.8053676 0.3257766 0.5612745 -0.1579117 0.4207219 0.2071167 -0.2250999 0.5720361 0.08261235 -0.9802909 0.4948627 0.2703137 -0.9593947 0.4992166 0.8249822 -0.6257682 -0.006402534 -0.5830307 -0.3410036 0.6020871 0.1435127 -0.8199525 -0.9833688 0.5195233 -0.3122609 0.8902204 -0.01877975 0.4551275 -0.6727086 -0.6372498 0.5232103 0.4302569 -0.2361891 -0.4909143 -0.3433728 -0.2409138 0.5738927 -0.0878812 0.8788298 0.6722535 0.3981851 0.1825127 0.9013526 -0.2033835 -0.3538588 -0.05733804 0.4879061 0.02089722 -0.09358936 -0.3532962 0.8114227 0.707523 0.01389472 -0.6252432 0.7725335 -0.0009326236 -0.2106218 -0.992177 -0.1799436 -0.8292024 0.4007079 0.8168511 -0.03632514 -0.1537701 -0.008221628 -0.1197905 -0.8053916 0.9175222 0.9484147 -0.54412 -0.2657707 0.3829444 0.8825823 0.344498 -0.2611111 -0.700313 0.3403568 0.8895907 -0.9018116 0.7369508 0.6673442 -0.5572791 -0.2493965 -0.4913723 0.7624186 -0.2210778 -0.1490081 -0.4268655 -0.3331037 -0.9105099 -0.7693125 -0.1448276 0.7730851 0.1528397 -0.7723492 0.952666 -0.7658162
-0.2116364 -0.4350313 -0.4584116 -0.1602353 -0.1855233 0.1758791 -0.7185733 -0.3188211 0.6354811 0.9613908 0.7430357 0.7427247 -0.9513227 0.50229 -0.01587709 0.1175759 0.3886789 -0.8645711 -0.6468986 -0.6416859 -0.0577833 -0.2117718 -0.5001408 -0.1145877 -0.1157263 -0.938403 0.08448506 0.9693903 -0.9412004 0.9206112 0.5164653 0.1545384 0.3002993 0.7682647 0.7752393 -0.538482 -0.8411752 -0.4372289 -0.1587847 -0.5510162 -0.438161 0.2450357 0.117914 -0.4312851 0.8713099 -0.9444961 0.721192 -0.6932138 0.7808974 0.9720253 0.5718876 0.499909 0.7363203 0.8598292 -0.1204218 0.04921954 0.5765422 -0.4249735 -0.59843 -0.9587267 0.4408034 0.910023 0.6849641 0.6535987 -0.1149048 -0.5180317 0.5092987 0.4554334 -0.3447111 -0.2343863 0.04599763 0.5666018 -0.244044 -0.03508653 -0.7779851 0.6494113 -0.2118493 0.659289 0.9509131 0.00463686 -0.6672405 -0.1087317 -0.5312267 -0.163364 -0.2599399 -0.3477597 -0.943906 -0.6185216 -0.836443 -0.2700251 -0.304448 0.4205273 0.01406516 0.8798123 0.9285276 -0.499322 -0.3728917 -0.3581425 -0.5508247 0.3240487
-0.06515701 -0.8274217 0.5340528 -0.9282653 0.1159332 -0.3667503 -0.7646639 0.2491033 0.9415568 0.62913 0.4554956 0.8151012 -0.2187946 -0.9769372 0.6114832 -0.4217938 -0.3152071 -0.7914705 0.4546566 -0.3273965 -0.9931308 0.9207326 -0.9823981 -0.2470625 0.1230457 0.1324331 0.5662939 -0.5415233 0.1457472 0.2173849 -0.3288158 -0.2482105 0.3627817 -0.7696069 -0.4601309 0.2098602 -0.01319727 -0.5451946 0.1475686 0.9914707 -0.9357649 -0.8238584 -0.5759173 0.2100705 0.5336959 -0.7133352 0.6770953 -0.9187084 -0.7287678 0.5485198 -0.9856592 0.6216371 0.006260122 0.2757643 -0.9766438 -0.9004257 0.9747202 0.9844861 -0.590973 -0.7293273 0.4252339 0.5122922 0.9331297 -0.01047311 0.6219613 0.4799074 -0.7787599 0.06652034 0.5262022 -0.8564096 -0.7937921 -0.4353436 0.7411593 -0.4578337 -0.2558757 0.850854 0.6485334 0.002540095 0.3512702 0.1646783 -0.8595431 -0.5060254 -0.9476415 -0.08381478 -0.5188397 0.2560233 0.2581203 -0.8490256 0.8330454 -0.7988582 -0.1581145 0.3473124 0.09816314 0.840347 -0.0414284 -0.5236776 -0.2515049 0.05935201 0.2399956 0.218952
0.7511355 -0.5962124 -0.4249809 0.2098441 -0.6359023 -0.6960439 -0.3030746 -0.8887397 -0.3222234 0.178182 -0.8712519 -0.8662427 -0.03899427 0.9796564 0.7368603 -0.2257471 0.03149078 -0.8492099 0.00830671 0.819053 0.02506809 -0.7940559 0.4521992 -0.06111414 0.7804048 -0.1989434 0.3893166 0.1618856 -0.2839697 -0.7069525 -0.05565307 0.8426316 -0.2287385 0.9231527 -0.08464089 0.361641 -0.8762419 0.9374141 -0.2410001 -0.7640232 -0.272678 -0.7713109 -0.5070175 0.09270783 0.9248023 -0.5575822 -0.2651945 -0.9112719 -0.3149351 -0.8815289 0.2539889 -0.8341428 -0.6670024 -0.1844871 -0.2473132 -0.03414464 -0.3585969 0.8803107 0.4519583 0.1070667 0.1290749 0.7021168 -0.2265156 -0.3120078 0.0634438 0.9681433 0.856833 0.1779628 0.8254856 0.6419757 0.2232892 -0.5203465 0.4365269 0.6809813 -0.4295402 0.9846081 0.7950806 -0.9746598 0.1440286 -0.6755212 0.3936585 -0.9690394 -0.05248583 0.5681252 0.5519668 -0.08089276 0.5201426 0.6448015 0.9956491 -0.6037444 0.7173977 0.0486975 -0.3546136 -0.4997067 -0.05722094 0.0485586 -0.4006799 -0.7901486 -0.2760099 -0.5002721
-0.1451609 -0.9533767 -0.9841802 -0.6819885 0.428073 -0.7470255 -0.5819771 0.8531086 -0.3882216 0.3818192 -0.7630714 0.1735985 -0.1638202 -0.394729 -0.4989875 0.9447129 0.4563405 -0.8585514 0.07097217 0.4170008 0.7064823 -0.9645667 -0.01719935 0.09909522 0.731229 -0.7127227 -0.0373442 -0.774362 0.5000176 -0.2015693 -0.755718 -0.3379079 -0.03962732 0.05862678 -0.6517039 -0.08783671 -0.2149603 -0.1125948 0.9921806 0.8938461 -0.3443807 -0.1941248 0.2271191 -0.7463069 -0.3429375 -0.2585545 -0.762057 0.1884629 -0.9877479 0.09074935 -0.3939286 0.02891674 -0.07876434 0.7313453 0.2935085 -0.1051266 0.2746227 -0.6298176 0.1902535 -0.4483111 0.496213 0.04580446 0.7787506 0.3275828 -0.9255057 0.4144887 0.3225639 -0.4757846 -0.5584085 0.2997675 -0.8323147 0.8439318 0.5582534 0.8752087 0.9945348 -0.6913944 0.08745914 -0.7885362 0.3583702 -0.4410091 -0.01630977 -0.4471596 0.7553859 0.7403505 0.2462258 0.9043337 -0.8669151 -0.8146282 -0.4432389 -0.5587375 -0.5724537 0.2738801 0.9494449 -0.8537133 -0.4473365 -0.172746 0.9273895 0.171549 -0.1420461 0.05327425
0.8929452 -0.2811429 0.96293 0.07840861 -0.0771996 -0.5709362 -0.4589175 0.6178687 0.6064085 0.08949055 -0.8989636 -0.8263106 0.1971755 -0.3073935 -0.8101884 0.9230158 -0.3175306 -0.6778687 0.08562529 -0.921412 0.8214945 -0.6191686 0.2411233 -0.6160882 -0.212488 -0.7049885 0.5244429 0.841518 0.4474896 -0.06376124 -0.5674091 -0.6930253 0.8406713 -0.5378536 -0.09772938 -0.4971013 0.8087773 0.04623007 0.4802556 -0.7629759 -0.6623963 -0.4511759 0.7834995 -0.3782401 -0.3180452 0.7839687 -0.9439819 -0.2830477 0.8969569 -0.3053256 0.0304393 0.4848604 0.1639664 -0.4559179 0.512883 -0.06115907 0.6209689 0.5486185 -0.986059 0.4531199 0.599715 0.5868044 0.2764426 -0.8185301 0.4861854 -0.03060396 0.3308453 0.588084 -0.8435159 -0.7583228 -0.6496924 -0.05009006 -0.1019446 0.8139536 -0.9872195 -0.1418994 0.8803019 -0.6705689 0.4327055 -0.976023 0.5337147 0.3603965 0.9446491 -0.1638135 -0.05766491 -0.8545172 0.491588 0.8678061 -0.4005121 -0.5437468 -0.4696217 0.4092692 0.1258096 0.6486772 0.3378253 0.8334516 -0.9852468 0.4665066 0.5440752 -0.7589873
-0.9845166 0.5096304 -0.07581834 -0.1578572 0.08092087 0.7394187 0.2841165 -0.07758443 -0.7163545 -0.8158836 -0.2826929 0.001823963 -0.8297047 -0.8563043 0.3764662 0.2264263 -0.7556672 0.9952439 -0.8386592 -0.07820124 0.3656065 0.2939317 -0.5032356 0.6006817 -0.6118335 -0.8400799 -0.5948488 -0.8237234 -0.7852791 0.3582682 -0.6672809 0.3266294 -0.9013314 0.6346128 -0.2038499 0.5212006 -0.4059358 0.8389036 -0.4514715 0.8330461 -0.02107185 0.7064651 0.02247378 -0.3301945 -0.2203758 -0.8937845 -0.4694693 0.9672299 0.775316 0.8784738 0.1187004 0.02412347 -0.4691073 -0.7008752 0.9954727 -0.02318949 -0.5503433 -0.1375534 0.5177422 0.4270119 0.8382461 0.2197286 0.01643193 -0.2455184 -0.2399288 -0.282902 0.4212465 0.8191831 -0.852492 -0.7233041 0.6256799 0.335805 0.93456 -0.9602184 0.2597062 -0.01936608 -0.4320314 0.7637235 -0.1423565 0.5689344 -0.3763331 -0.02946569 0.8181882 -0.4732962 0.7299609 0.8402439 -0.5083385 0.09036685 0.1606695 -0.2980483 0.08781144 0.2483133 0.8896861 -0.4621443 0.08425263 0.7262871 -0.4692758 0.5437805 0.3782824 -0.2683965
-0.6324527 -0.3640878 -0.4024564 0.7883387 -0.3377919 -0.4711566 0.5289217 -0.8053658 0.1849188 -0.9094209 -0.1889168 0.8154038 0.9469087 -0.5098625 -0.669459 -0.4918075 -0.9619127 -0.8620658 0.03938817 -0.4767913 0.3765177 -0.3105612 -0.2719153 0.3055084 -0.3742747 -0.1094819 0.9718702 0.1549637 -0.9606708 -0.8419569 -0.2813909 0.865176 0.4099787 -0.7341009 -0.3296562 0.6767234 -0.0297407 -0.1591751 -0.1432386 0.03157106 0.4661963 0.2670879 0.215531 -0.952346 -0.6595735 -0.908497 0.394639 -0.3470154 -0.8244981 -0.431176 0.2829011 -0.01990065 -0.8433815 0.3114934 -0.119046 -0.8311002 -0.2813089 0.04710523 -0.4358815 -0.7623005 0.4654608 -0.08750688 0.39574 -0.3107425 0.1546608 -0.2717073 0.9191298 -0.003516842 -0.2528071 -0.6398653 0.150652 -0.9430662 0.3631681 -0.4531195 0.9960299 0.6759084 0.3978826 0.2204906 0.3470659 0.2015397 -0.00720509 0.4341788 0.8488413 0.3514152 0.789439 0.8539595 -0.57443 0.2374825 -0.326651 -0.1672566 -0.1172818 -0.3108907 -0.9256788 0.1201749 -0.5506769 0.6334492 -0.3811797 0.5552358 0.1844287 -0.6340113
-0.8200432 -0.2987527 0.2892455 -0.9463942 -0.6027356 -0.1148511 0.08781697 0.9777954 0.2674212 0.1793217 -0.3717216 -0.8393497 -0.09050603 0.1847409 0.1974769 0.2106282 0.8123994 0.9210064 -0.6911466 0.7716846 0.3412251 0.05764372 0.6169363 0.5988117 -0.03319211 -0.5210989 0.5454347 -0.4250572 -0.5349372 0.8243163 -0.06591418 0.5844443 0.5981775 -0.5536153 -0.7858239 -0.3297221 0.967077 -0.9773456 0.6791058 -0.7568864 -0.7195811 0.506875 -0.4291038 0.3010324 -0.2986758 -0.2362439 0.4374654 -0.04488296 0.7564942 0.3803261 0.9220214 -0.7470813 0.8553678 0.6890995 -0.396909 0.04330618 0.4928368 0.5230918 0.9342203 -0.554112 0.7020976 -0.8826445 -0.4302498 -0.4427455 -0.8552385 0.6644358 0.5393337 -0.7726828 -0.8189094 -0.3953032 -0.2420752 -0.5042589 -0.7433307 0.3914172 0.4394734 -0.4987101 -0.5035751 0.6595186 -0.5788775 -0.1934947 -0.1652214 0.8664534 0.5641412 -0.2933924 -0.9812343 0.2554063 0.5759906 0.1163241 -0.7526007 0.3159787 0.5029398 0.4712834 0.2811939 0.1634697 -0.6065723 0.3065666 0.3479105 0.4804059 -0.05753794 0.5288764
0.8719625 0.3587675 0.3532845 -0.9308756 -0.2660652 0.5655753 -0.3033056 0.7085614 0.01637496 -0.9644737 -0.7402372 0.2907358 -0.3145761 -0.6818574 0.5282977 0.9522692 -0.7811893 0.6786215 0.958983 0.4732368 -0.1136646 -0.3520859 -0.1549104 -0.8210689 0.6320195 0.1812038 0.139681 -0.8710684 0.9708793 -0.0564855 -0.7196161 0.1076294 -0.5998189 0.8526211 0.8247927 0.4203633 -0.6300755 -0.00899131 -0.5123224 -0.08655987 0.6592417 0.669014 -0.7063585 -0.9759357 -0.8913003 -0.9624493 -0.4240911 0.8498519 0.2982192 0.1529942 0.5425353 -0.9592928 0.6924561 -0.9503474 -0.4145136 -0.7006893 -0.4281165 0.5611012 -0.2654931 0.532314 0.7090578 0.9600387 0.8167602 -0.4472621 -0.5436727 -0.1812964 -0.7278431 -0.412851 -0.2643975 0.7592384 -0.08311903 0.3149229 0.7411272 0.001485224 -0.3990874 0.5770324 0.2736353 0.578436 0.6392034 0.7143223 -0.7406519 0.1043866 -0.05164199 -0.8527587 -0.05343767 0.5994155 -0.7936497 -0.9258996 0.5470738 -0.8580677 -0.1412226 -0.8336057 0.7538976 -0.6427196 -0.3508602 -0.04475543 0.5815697 -0.9923213 -0.05671886 0.6775138
